0.7000  -107.7530830104
0.8000  -108.5568239044
0.9000  -108.9453939415
0.9500  -109.0475467633
1.0000  -109.1094538404
1.1000  -109.1536408953
1.2000  -109.1369939697
1.3000  -109.0929596134
1.4000  -109.0402217114
1.6000  -108.9440268430
1.8000  -108.8806305703
2.0000  -108.8491068600
2.2000  -108.8365900904
2.4000  -108.8319851221
2.6000  -108.8301134920
2.8000  -108.8292099913
3.0000  -108.8287159222
